what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549544716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549545625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549566466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549567982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549586657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549587857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549597084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549634308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549645558
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1342549656939
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1342549661423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342549661986
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549663741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549673168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549674651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549684743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549686053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549717146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549719369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549727911
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1342549731262
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1342549731498
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1342549731761
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1342549732823
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1342549733472
opened,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342549734564
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1342549735521
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342549735522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549735729
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549755000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549756193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549761154
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549766065
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342549769454
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549769624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549772316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549774150
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549774633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549781054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549781237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549781588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549782166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549790116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549795372
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342549805534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549805611
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549809131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549835417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549840777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549926262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342549932095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550061915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550063213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550065712
error,log,,,"Core exception while retrieving the content description",1342550067008
error,log,,,"Core exception while retrieving the content description",1342550067009
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1342550067457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550068016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550076079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550077703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550080223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550080786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550082907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550083042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550083530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550084250
error,log,,,"Core exception while retrieving the content description",1342550084567
error,log,,,"Core exception while retrieving the content description",1342550084569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550093352
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342550104349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550107018
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342550108679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550108732
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342550112065
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342550136473
error,log,,,"Core exception while retrieving the content description",1342550137369
error,log,,,"Core exception while retrieving the content description",1342550137371
error,log,,,"Core exception while retrieving the content description",1342550137431
error,log,,,"Core exception while retrieving the content description",1342550137432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550138178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550154757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550154979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550161318
error,log,,,"Core exception while retrieving the content description",1342550162804
error,log,,,"Core exception while retrieving the content description",1342550162806
error,log,,,"Core exception while retrieving the content description",1342550162860
error,log,,,"Core exception while retrieving the content description",1342550162861
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342550172692
error,log,,,"Core exception while retrieving the content description",1342550172699
error,log,,,"Core exception while retrieving the content description",1342550172700
error,log,,,"Core exception while retrieving the content description",1342550172794
error,log,,,"Core exception while retrieving the content description",1342550172795
error,log,,,"Core exception while retrieving the content description",1342550173067
error,log,,,"Core exception while retrieving the content description",1342550173069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550173727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550176994
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342550192107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550195234
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342550223745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550223822
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1342550225644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1342550230510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550232096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550272994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550273191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550280620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550296512
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342550305364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550305489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550308314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550310174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550312892
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342550351794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550351910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550353426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550354945
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1342550356766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550368388
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342550401705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550401829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550403364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550405357
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1342550405546
error,log,,,"Core exception while retrieving the content description",1342550406926
error,log,,,"Core exception while retrieving the content description",1342550406928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550415102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550669743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550711348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550713152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550715728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550725736
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1342550729201
error,log,,,"Core exception while retrieving the content description",1342550736071
error,log,,,"Core exception while retrieving the content description",1342550736071
error,log,,,"Core exception while retrieving the content description",1342550736086
error,log,,,"Core exception while retrieving the content description",1342550736087
error,log,,,"Core exception while retrieving the content description",1342550736384
error,log,,,"Core exception while retrieving the content description",1342550736386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342550740377
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1342551713462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342551713572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342551713924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342551716890
started,bundle,org.eclipse.wst.jsdt.debug.core,2.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.core",1342551717891
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342551718865
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1342564105589
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1342564105590
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1342564105610
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1342564105622
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1342564105630
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1342564105639
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1342564105659
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1342564105668
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1342564105695
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1342564105704
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1342564105716
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1342564105725
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1342564105748
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1342564105757
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1342564105771
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1342564105776
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1342564105793
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1342564105852
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1342564105858
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1342564105874
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1342564105923
