what,kind,bundleId,bundleVersion,description,time
<<<<<<< HEAD
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1342536374128
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1342536374137
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1342536374141
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1342536374149
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1342536374160
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1342536374171
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1342536374172
os,sysinfo,,,"macosx",1342536374176
arch,sysinfo,,,"x86_64",1342536374176
ws,sysinfo,,,"cocoa",1342536374176
locale,sysinfo,,,"es_ES",1342536374176
processors,sysinfo,,,"4",1342536374176
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1342536374177
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1342536374177
java.specification.name,sysinfo,,,"Java Platform API Specification",1342536374177
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342536374177
java.specification.version,sysinfo,,,"1.6",1342536374177
java.vendor,sysinfo,,,"Apple Inc.",1342536374177
java.version,sysinfo,,,"1.6.0_33",1342536374177
java.vm.info,sysinfo,,,"mixed mode",1342536374177
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1342536374177
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1342536374177
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342536374177
java.vm.specification.version,sysinfo,,,"1.0",1342536374177
java.vm.vendor,sysinfo,,,"Apple Inc.",1342536374177
=======
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1342455635401
opened,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455635562
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455635901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455640563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1342455640606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455658037
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1342455663406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455663631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455693493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1342455695267
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1342455696105
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1342455696120
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1342455696321
opened,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455702174
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455702302
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455706288
closed,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455706301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.close",1342455706402
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1342455707881
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455709182
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1342455711478
started,bundle,org.eclipse.wst.sse.core,1.1.600.v201105162116,"org.eclipse.wst.sse.core",1342455719437
started,bundle,org.eclipse.wst.html.core,1.1.500.v201104191551,"org.eclipse.wst.html.core",1342455719495
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455726664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455765415
activated,editor,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1342455767342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342455774285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342456867707
